Price,Brand,Processor Base Frequency,Processor Max Frequency,Processor Brand,Processor Model,Generation,Processor Core,Processor Thread,CPU Cache,Chipset Model,Display Size,Display Type,Display Resolution,Touch Screen,Display Features,RAM,RAM Type,Total RAM Slot,Max RAM Capacity,Storage Type,Storage Capacity,Extra M.2 Slot,Graphics Model,Graphics Memory,Keyboard Type,TouchPad,WebCam,Speaker,Microphone,Optical Drive,Card Reader,VGA/D-Sub,HDMI Port,USB 3 Port,USB Type-C / Thunderbolt Port,Headphone & Microphone Port,LAN,WiFi,Bluetooth,Fingerprint Sensor,Security Locker Slot,Security Chip,Operating System,Battery Type,Battery Capacity,Adapter Type,Color,Dimensions,Weight,Warranty Details,Refresh Rate,Bus Speed,Graphics Type,Audio Features,Display Port,Camera Privacy Shutter,Other Features,Supported SSD Type,Mini HDMI Port,USB 2 Port,Processor,Display,Memory,Storage,Graphics,Chipset,Battery,Adapter,Audio,Keyboard,Wi-Fi,USB (s),HDMI,Dimensions (W x D x H),Color(s),Manufacturing Warranty,Removable,HDD RPM,Storage Upgrade,Body Material,Keyboard Features,Backup Time (Approx),Response TIme
68900,HP,up ,up ,Intel,Core i3,12th Gen,6 (Performance-cores- 2 Efficient-cores- 4),8,10 MB,Intel Integrated SoC,15.6,IPS,FHD (1920 x 1080),NULL,"Micro-edge 
Anti-glare 
250 nits 
45% NTSC",8GB,DDR4,NULL,NULL,PCIe NVMe M.2 SSD,256 GB,Yes,Intel UHD Graphics,Shared,Keyboard,Yes,HP True Vision 720p HD,Dual speakers,Integrated dual array digital microphones,N/A,1 x multi-format SD media card reader,NULL,1 x HDMI 1.4b,2x SuperSpeed USB 3.2 Gen 1×1 Type-A 5Gbps signaling rate,1x SuperSpeed USB Type-C 5Gbps signaling rate,1x headphone/microphone combo,N/A,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,Bluetooth 5,N/A,NULL,NULL,Windows 11 Home,3-cell Li-ion,41 Wh,45 W Smart AC power adapter,Silver,35.85 x 24.2 x 1.79 cm,Starting at 1.7 kg,02 years Limited Warranty (Terms & conditions Apply As Per HP),NULL,3200 Mhz,NULL,NULL,NULL,NULL,NULL,PCIe NVMe M.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Spill-resistant,NULL,NULL
64600,Huawei,2.4,4.2,Intel,Intel Core,11th Gen,2,4,6MB,NULL,15.6,IPS,FHD (1920 x 1080),No,"Screen-to-body Ratio 87%, 16 : 9, 250 nits",8GB,DDR4,NULL,NULL,NVMe PCle SSD,256GB,N/A,Intel UHD Graphics,Shared,Full-size keyboard,Yes,720P HD,2x 2W,2,N/A,N/A,NULL,HDMI x 1,USB 3.2 Gen1 x 1,USB-C x 1,3.5 mm headset and microphone 2-in-1 jack,"11ac, 2x2","IEEE 802.11 a/b/g/n/ac/ax,160 MHz
2.4 GHz and 5 GHz
2 x 2 MIMO
WPA/WPA2/WPA3",Bluetooth 5.1,Fingerprint Power Button,NULL,NULL,Windows 11 Home,NULL,42 Wh,HUAWEI USB-C AC Adapter,Mystic Silver,357.8 x 229.9 x 16.9 mm,Approx. 1.63 kg,2 years,60Hz,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USB 2.0 x 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aluminum alloy,NULL,NULL,NULL
64600,HUAWEI,3.0,4.1,Intel,Core i3,11th Gen,2,4,6MB,NULL,15.6,IPS,FHD (1920 x 1080),No,"Screen-to-body Ratio: 87%
Aspect Ratio: 16:9
Brightness: 250 nits
Colour Gamut: 45% sNTSC color gamut
Constrast Ratio: 800:1 
Viewing Angle: 170°
TÜV Rheinland Low Blue Light Certification
TÜV Rheinland Flicker Free Certification",8GB,LPDDR4X,1,8GB,NVMe PCIe SSD,256 GB,NULL,Intel UHD Graphics,Shared,Full-size Keyboard,Touchpad with Multi-touch,720P HD Pop-up Camera,Speaker x 2,Microphone x 2,N/A,N/A,NULL,HDMI x 1,USB 3.2 Gen1 x 1,USB-C x 1 (supporting charging & data),NULL,Mini RJ45 x 1,"IEEE 802.11a/b/g/n/ac/ax,160 MHz
2.4 GHz & 5 GHz 
2 x 2 MIMO
WPA/WPA2/WPA3",Bluetooth 5.1,Fingerprint Power Button,NULL,TPM Security Chip,Windows 11 home,Lithium polymer,42 Wh,NULL,Space Gray,"Width: 357.8 mm
Depth: 229.9 mm
Height: 16.9 mm",1.56 kg,2 Years,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,USB-A 2.0 x 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,Metal Body,NULL,NULL,NULL
66000,Lenovo,2.4,4.2,Intel,Core i5,11th Gen,4,8,8 MB,NULL,14,diagonal FHD LED,LED (1920 x 1080),No,TN anti-glare  250 nits,8GB,DDR4,NULL,NULL,SATA,1TB,Yes,Intel UHD Graphics,Shared,"Non-Backlit Keyboard, US English",Yes,HD 720p,Yes,Dual microphone,N/A,NULL,NULL,1x HDMI 1.4b,1x USB 3.2 Gen 1,"1x USB-C 3.2 Gen 1
1x USB-C 3.2 Gen 1",1x Headphone/microphone combo jack (3.5mm),"Gigabit Ethernet, Realtek RTL8111H-CG","Intel Wi-Fi 6E AX210, 802.11ax 2x2 Wi-Fi",Bluetooth 5.2,No,NULL,"Discrete TPM 2.0, TCG certified",Free DOS,Integrated 2Cell Li-Polymer,38Wh,65 W External AC power adapter,Black,12.9″ x 9.5″ x 0.8″; 327.1mm x 241mm x 19.9mm,1.6 Kgs,03 years Warranty (Terms & conditions Apply As Per Lenovo),NULL,3200MHz,NULL,"High Definition (HD) Audio, Realtek ALC3287 codec",NULL,Yes,"Certification:
EPEAT Gold
ENERGY STAR 8.0
TCO Certified
RoHS compliant",NULL,NULL,1x USB 2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67100,Lenovo,2.8,2.8,AMD,Ryzen 5,7th Gen,4,8,"L1 Cache: 256KB
L2 Cache: 2MB
L3 Cache: 4MB",NULL,14,TN,FHD (1920 x 1080),N/A,220nits Anti-glare; 170° Viewing Angle,8GB (On Board),DDR5,1,NULL,NVMe PCIe SSD,500GB,N/A,AMD Radeon 610M,Shared,Standard,Yes,Yes,Yes,Yes,N/A,SD Media Card Reader,NULL,1x HDMI 1.4b,1x USB 3.2 Gen 1 Type-A,1x USB-C 3.2 Gen 1 (support data transfer only),1 x Headphone/ Microphone Port Combo,NULL,"11ax, 2x2",Bluetooth 5.0,No,NULL,NULL,Free Dos,3 Cell Li-ion,42Whr,65W Round Tip (3-pin),Cloud Grey,325.3 x 216.5 x 17.9 mm,1.38 kg,2 years warranty ( Battery adapter 1 year),NULL,5500MHz,NULL,NULL,NULL,NULL,NULL,PCIe NVMe M.2,NULL,1x USB 2.0 Type-A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,Installed SSD can be upgradeable,NULL,NULL,NULL,NULL
65325,Walton,1.6,4.2,Intel,Core i5,10th Gen,4,8,6MB,NULL,15.6,NULL,FHD (1920 x 1080),No,Anti-glare LED-backlit display,8GB,DDR4,2,Up to 32GB,SATAIII M.2 2280 SSD,512GB,Yes,Intel UHD Graphics,Shared,A4 size isolated keyboard,Touchpad with Microsoft PTP multi-gesture and scrolling function,1.0M HD,2 x 2 W,Built-in array mic,N/A,MicroSD Card reader,NULL,1 x HDMI output port (with HDCP),1 x USB 3.2 port (Type A),1 x USB 3.2 port (Type C),1 x 2-in-1 Audio jack,Built-in 10/100/1000Mb Base-TX Ethernet LAN,"Intel Dual Band Wireless-AC 9462, 1x1 AC",Bluetooth 5.0,N/A,NULL,NULL,Windows 10,3 cells Smart Lithium-Ion,36WH,"Full Range AC adapter, AC in 110~240V, 50~60Hz
DC output 19V 2.37A, 45W",Black,"Height: 19.7mm
Width: 360.4mm
Depth: 239.3mm",1.59kg,2 years Warranty (Battery Adapter 1 year),NULL,2666MHz,NULL,High Definition Audio,NULL,NULL,NULL,SATAIII/ PCIe Gen3x4 M.2 2280,NULL,2 x USB 2.0 port (Type A),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,"Extra HDD Slot, Up to 1TB",NULL,Multi-languages with Bengali font,NULL,NULL
69980,HP,up ,up ,Intel,Core i3,12th Gen,"6 Core (Performance-cores-2, Efficient-cores-4)",8,10 MB,Intel Integrated SoC,15.6,NULL,FHD (1920 x 1080),NULL,"Micro-edge
 Anti-glare 
250 nits 
45% NTSC",1 x 8GB Removable,DDR4,2,Up to 16GB,PCIe NVMe M.2 SSD,512 GB,N/A,Intel UHD Graphics,Shared,Keyboard,Yes,HP True Vision 720p HD,Dual speakers,Integrated dual array digital microphones,N/A,1 x multi-format SD media card reader,NULL,1 x HDMI 1.4b,2x SuperSpeed USB 3.2 Gen 1×1 Type-A 5Gbps signaling rate,1x SuperSpeed USB Type-C 5Gbps signaling rate,1x headphone/microphone combo,N/A,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,Bluetooth 5,N/A,NULL,NULL,Windows 11 Home,3-cell Li-ion,41 Wh,45 W Smart AC power adapter,Silver,35.85 x 24.2 x 1.79 cm,Starting at 1.7 kg,02 years Limited Warranty (Terms & condition Apply As Per HP),NULL,3200MHz,NULL,NULL,NULL,NULL,NULL,PCIe NVMe M.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Spill-resistant,NULL,NULL
68200,Lenovo,2.8,2.8,AMD,Ryzen 5,7th Gen,4,8,"L1 Cache: 256KB
L2 Cache: 2MB
L3 Cache: 4MB",NULL,15.6,TN,FHD (1920 x 1080),N/A,220nits Anti-glare; 170° Viewing Angle,8GB (On Board),DDR5,1,NULL,NVMe PCIe SSD,512GB,N/A,AMD Radeon 610M,Shared,Standard,Yes,Yes,Yes,Yes,N/A,SD Media Card Reader,NULL,1x HDMI 1.4b,1x USB 3.2 Gen 1 Type-A,1x USB-C 3.2 Gen 1 (support data transfer only),1 x Headphone/ Microphone Port Combo,NULL,"11ax, 2x2",Bluetooth 5.0,No,NULL,NULL,Free Dos,3 Cell Li-ion,42Whr,65W Round Tip (3-pin),Cloud Grey,325.3 x 216.5 x 17.9 mm,1.58 kg,2 years warranty ( Battery adapter 1 year),NULL,5500MHz,NULL,NULL,NULL,NULL,NULL,PCIe NVMe M.2,NULL,1x USB 2.0 Type-A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO,NULL,Installed SSD can be upgradeable,NULL,NULL,NULL,NULL
67500,Lenovo,2.4,4.2,Intel,Core i5,11th Gen,4,8,8 MB,NULL,14,diagonal FHD LED,LED (1920 x 1080),No,TN anti-glare  250 nits,8GB,DDR4,NULL,NULL,SATA Hard Drive + PCIe NVMe,1TB + 256GB SSD,Yes,Intel UHD Graphics,Shared,"Non-Backlit Keyboard, US English",Yes,HD 720p,Yes,Dual microphone,N/A,NULL,NULL,1x HDMI 1.4b,1x USB 3.2 Gen 1,"1x USB-C 3.2 Gen 1
1x USB-C 3.2 Gen 1",1x Headphone/microphone combo jack (3.5mm),"Gigabit Ethernet, Realtek RTL8111H-CG","Intel Wi-Fi 6E AX210, 802.11ax 2x2 Wi-Fi",Bluetooth 5.2,No,NULL,"Discrete TPM 2.0, TCG certified",Free DOS,Integrated 2Cell Li-Polymer,38Wh,65 W External AC power adapter,Black,12.9″ x 9.5″ x 0.8″; 327.1mm x 241mm x 19.9mm,1.6 Kgs,02 years Warranty (Terms & conditions Apply As Per Lenovo),NULL,3200MHz,NULL,"High Definition (HD) Audio, Realtek ALC3287 codec",NULL,Yes,"Certification:
EPEAT Gold
ENERGY STAR 8.0
TCO Certified
RoHS compliant",NULL,NULL,1x USB 2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
71390,Asus,3.0,4.1,Intel,Core i3,11th Gen,2,4,6MB,NULL,15.6,IPS,FHD (1920 x 1080),No,"16:9, Anti-glare display, 600nits peak brightness, NTSC: 45%,Screen-to-body ratio: 85 %",4GB,DDR4,NULL,NULL,M.2 NVMe PCIe 3.0 SSD,512GB,N/A,Intel UHD Graphics,Shared,Backlit Chiclet Keyboard with Num-key,Yes,720p HD camera,Built-in speaker,Built-in microphone,N/A,"Micro SD card reader
Micro SD 4.0 card reader",NULL,1x HDMI 1.4,1x USB 3.2 Gen 1 Type-A,1x USB 3.2 Gen 1 Type-C,Audio Jack Combo  1x Headphone out,N/A,Wi-Fi 5(802.11ac) (Dual band) 1*1,Bluetooth 4.1,Yes,NULL,N/A,Windows 11,"3S1P, 3-cell Li-ion",42WHrs,"65W AC Adapter, ø4.0, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",Indie Black,"35.90 x 23.50 x 1.79 ~ 1.79 cm (14.13"" x 9.25"" x 0.70"" ~ 0.70"")",1.80 kg (3.97 lbs),02 years International Limited Warranty (Battery 1 year),NULL,3200MHz,NULL,"Audio by ICEpower
Harman/Kardon (Mainstream)",N/A,N/A,NULL,PCIe Gen3 x2 M.2,NULL,2x USB 2.0 Type-A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Extra HDD Slot
1x STD 2.5” SATA HDD",Plastic,NULL,NULL,0.2ms
69300,Acer,2.4,4.2,Intel,Core i5,11th Gen,4,8,8MB,NULL,15.6,LED,Full HD (1920 x 1080),No,"Aspect Ratio: 16:9, Display Screen Technology: ComfyView, 45% NTSC color gamut",8GB,DDR4,2,NULL,PCIe G3 SSD,512GB,Yes,Intel Iris Xe Graphics,Shared,Standard Keyboard,Yes,HD,2x Stereo,2Mic,N/A,N/A,NULL,1x HDMI,2 x USB 3.2 Gen 1 Type-A,NULL,1x 3.5mm combo,1 x RJ-45,IEEE 802.11a/b/g/n/ac,Bluetooth 5.0,N/A,NULL,NULL,Windows 11 Home,2-cell Lithium Ion,36.70Wh,AC Adapter,Pure Silver,363.4 mm x 238.4 mm x 19.90 mm,1.70 kg,2 Years,NULL,3200Mhz,NULL,NULL,NULL,NULL,NULL,PCIe Gen3 x2 M.2 SSD,NULL,1 x USB 2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67500,Lenovo,3.0,4.1,Intel,Core i3,11th Gen,2,4,6MB,NULL,14,TN,FHD (1920 x 1080),No,"Anti-glare LED, 250 nits",8GB,DDR4,NULL,NULL,M.2 2242 PCIe TLC SSD,512GB,N/A,Intel Iris Xe,Shared,"Non-Backlit Keyboard, US English",Yes,"HD 720p, fixed focus",Yes,Dual microphone,N/A,N/A,NULL,1x HDMI 1.4b,1x USB 3.2 Gen 1,"1x USB-C 3.2 Gen 1 
1x USB-C 3.2 Gen 1",1x combo jack (3.5mm),"Gigabit Ethernet, Realtek RTL8111H-CG","Intel Wi-Fi 6E AX210, 802.11ax 2x2 Wi-Fi",Bluetooth 5.2,Yes,NULL,"Discrete TPM 2.0, TCG certified",Free Dos,3Cell Li-Polymer,45Wh,65 W External AC power adapter,Black,NULL,NULL,3 Years,NULL,3200MHz,NULL,"High Definition (HD) Audio, Realtek ALC3287 codec",NULL,Yes,"EPEAT Gold 
ENERGY STAR 8.0 
TCO Certified 
RoHS compliant",NULL,NULL,1x USB 2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
71940,Dell,up ,up ,Intel,Core i3,12th Gen,6 (Performance-cores- 2 Efficient-cores- 4),8,10 MB,NULL,15.6,NULL,FHD (1920 x 1080),No,"WVA, Non-Touch, Anti-Glare, 250 nit, Narrow Border, LED-Backlit",8GB x 1,DDR4,2,24GB,M.2 PCIe NVMe SSD,512GB,N/A,Intel UHD Graphics,Shared,English International Non-Backlit Keyboard with Numeric Keypad,Yes,720p at 30 fps HD camera,"Stereo speakers, 2 W x 2 = 4 W total",single-integrated microphone,N/A,1 x SD Card Reader,NULL,1 x HDMI 1.4,1 x USB 3.2 Gen 1 port,NULL,1 x Audio jack,No,Intel Wi-Fi 6 2x2 (Gig+),Bluetooth 5.2,No,NULL,NULL,Windows 11,3-Cell Integrated,41WHr,NULL,"Platinum Silver (WARMLKN15ADL23051004PLASPP)
Carbon Black (WARMLKN15ADL23051004PLASPP)","Height (front): 16.96 mm (0.67 in.)
Height (rear): 21.07 mm (0.83 in.)
Width: 358.50 mm (14.11 in.)
Depth: 235.56 mm (9.27 in.)",1.65 kg,2 Years Warranty (Battery & Adapter 1 Year),120Hz,3200 MHz,NULL,NULL,Yes,NULL,NULL,M.2 PCIe NVMe,NULL,1 x USB 2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Installed SSD can be upgradeable,NULL,NULL,NULL,NULL
69300,Lenovo,2.3,4.3,AMD,Ryzen 5,5th Gen,6,12,16MB,NULL,NULL,"14""",FHD (1920x1080),NULL,TN 250nits Anti-glare,8GB,LPDDR4x,2,Up to 16GB (8GB soldered + 8GB SO-DIMM) DDR4-3200,PCIe NVMe 3.0 x2 M.2 SSD,256GB,Yes,AMD Radeon,Shared,"Non-backlit, English (EU)",NULL,HD 720p,Yes,"2x, Array",NULL,4-in-1 Card Reader,NULL,1x HDMI 1.4b,1x USB 3.2 Gen 1,"1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0, and DisplayPort 1.2)",1x Headphone/microphone combo jack (3.5mm),NULL,"Wi-Fi® 6, 11ax 2x2",BT5.1,N/A,NULL,Firmware TPM 2.0,Free Dos,Integrated,45Wh,65W Round Tip (3-pin),Arctic Grey,324.2 x 215.7 x 19.9 mm (12.76 x 8.49 x 0.78 inches),1.43 kg (3.15 lbs),02 years Limited Warranty (Terms & Conditions Apply As Per Lenovo),NULL,3200MHZ,Integrated,"High Definition (HD) Audio, Stereo speakers, 1.5W x2, Dolby Audio",NULL,Camera privacy shutter,NULL,NULL,NULL,1x USB 2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"M.2 2242 SSD up to 1TB
M.2 2280 SSD up to 1TB","PC-ABS (Top), PC-ABS (Bottom)",NULL,NULL,NULL
70950,Acer,2.8,2.8,AMD,Ryzen 5,7th Gen,4,8,"L1 Cache: 256KB
L2 Cache: 2MB
L3 Cache: 4MB",NULL,15.6,TFT LCD,FHD (1920x1080),No,ComfyView Display,8GB onboard,DDR4,NULL,NULL,"PCIe Gen4, 8 Gb/s SSD",512GB,NULL,AMD Radeon,Shared,Yes,Multi-gesture touchpad,HD,Stereo,Yes,N/A,N/A,NULL,1x HDMI,2x USB 3.2 port,1x USB Type-C port with DC -in,mic and headphone combo jack,N/A,IEEE 802.11a/b/g/n/ac,Bluetooth 5.1,N/A,NULL,NULL,Windows 11 Home,3-cell Lithium Ion (Li-Ion),40 Wh,3-pin 45 W AC adapter,Silver,1.89 cm x 36.2 cm x 23.7 cm,1.78 Kg,2 Years,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,99-/100-/103-key Acer keyboard layout with international language support including indicators of CapsLock and F4/Microphone mute,NULL,NULL
73820,ASUS,2.4,4.2,Intel,Core i5,11th Gen,4,8,8MB,NULL,15.6,IPS,FHD (1920 x 1080),No,"16:9, Anti-glare, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio: 84 % Display",4GB (Onboard),DDR4,2,12GB,HDD,1TB,Yes,Intel Iris Xe Graphics,Shared,Illuminated Chiclet Keyboard,Yes,VGA camera,Built-in speaker,Built-in microphone,N/A,Micro SD card reader,NULL,1x HDMI 1.4,1x USB 3.2 Gen 1 Type-A,1x USB 3.2 Gen 1 Type-C,1x 3.5mm Combo Audio Jack,N/A,Wi-Fi 5(802.11ac),Bluetooth 4.1 (Dual-band),Yes,NULL,N/A,Windows 11 64-bit,"2S1P, 2-cell Li-ion",37WHrs,45W AC Adapter,"SLATE GREY (BQ2312W)
PEACOCK BLUE (BQ2313W)","36.02 x 23.49 x 1.99 ~ 1.99 cm (14.18"" x 9.25"" x 0.78"" ~ 0.78"")",1.80 kg (3.97 lbs),02 years International Limited Warranty (Battery 1 year),NULL,3200MHz,NULL,"SonicMaster
Audio by ICEpower with Cortana support",N/A,N/A,NULL,NULL,NULL,2x USB 2.0 Type-A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,"Additional SSD Can be added, and HDD can be replaced",NULL,"Num-key
1.4mm Key-travel",NULL,NULL
74540,ASUS,up ,up ,Intel,Core i3,12th Gen,10,12,12MB,NULL,14,IPS,FHD (1920 x 1080),No,"16:9 aspect ratio, IPS-level Panel, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display, Non-touch screen, (Screen-to-body ratio)82%",4GB,DDR4,2,NULL,PCIe NVMe M.2 SSD,512GB,Yes,Intel UHD Graphics,Shared,Chiclet Keyboard,Yes,720p HD camera,Built-in speaker,Built-in array microphone,N/A,N/A,NULL,1x HDMI 1.4,2x USB 3.2 Gen 1 Type-A,1x USB 3.2 Gen 1 Type-C,1x 3.5mm Combo Audio Jack,N/A,Wi-Fi 6(802.11ax) (Dual band) 2*2,Bluetooth 5,Yes,NULL,Firmware TPM,Windows 11 Home,3-cell,"42WHrs, 3S1P","ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",Quiet Blue,324.9 x 199 x 213.9mm,1.50 kg,02 years International Limited Warranty (Battery 1 year),60Hz,NULL,NULL,"SonicMaster
with Cortana and Alexa voice-recognition support",NULL,Yes,NULL,NULL,NULL,1x USB 2.0 Type-A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
71500,Lenovo,2.3,4.3,AMD,Ryzen 5,5th Gen,6,12,16MB,NULL,NULL,"14""",FHD (1920x1080),NULL,TN 250nits Anti-glare,8GB,LPDDR4x,2,Up to 16GB (8GB soldered + 8GB SO-DIMM) DDR4-3200,PCIe NVMe 3.0 x2 M.2 SSD,512GB,Yes,AMD Radeon,Shared,"Non-backlit, English (EU)",NULL,HD 720p,Yes,"2x, Array",NULL,4-in-1 Card Reader,NULL,1x HDMI 1.4b,1x USB 3.2 Gen 1,"1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0, and DisplayPort 1.2)",1x Headphone/microphone combo jack (3.5mm),NULL,"Wi-Fi® 6, 11ax 2x2",BT5.1,N/A,NULL,Firmware TPM 2.0,Free Dos,Integrated,45Wh,65W Round Tip (3-pin),Arctic Grey,324.2 x 215.7 x 19.9 mm (12.76 x 8.49 x 0.78 inches),1.43 kg (3.15 lbs),2-Year Warranty ( Battery & Adapter 1 Year),NULL,3200MHZ,Integrated,"High Definition (HD) Audio, Stereo speakers, 1.5W x2, Dolby Audio",NULL,Camera privacy shutter,NULL,NULL,NULL,1x USB 2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"M.2 2242 SSD up to 1TB
M.2 2280 SSD up to 1TB","PC-ABS (Top), PC-ABS (Bottom)",NULL,NULL,NULL
75410,ASUS,up ,up ,Intel,Core i3,12th Gen,10,12,12MB,NULL,15.6,FHD,FHD (1920 x 1080),No,"WV Display, Brightness: 250nits, Color gamut: 45% NTSC color gamut",4GB (on Board),DDR4,2,12GB,PCIe NVMe M.2 SSD,512GB,Yes,Intel UHD Graphics,Shared,Chiclet Keyboard,Yes,720p HD camera,Yes,Yes,N/A,N/A,NULL,1x HDMI 1.4,2x USB 3.2 Gen 1 Type-A,1x USB 3.2 Gen 1 Type-C,1x 3.5mm Combo Audio Jack,N/A,Wi-Fi 6(802.11ax) (Dual Band) 2*2,Bluetooth 5,Fingerprint sensor intergrated with Touchpad,NULL,Firmware TPM,Windows 11 Home,3-cell,"42WHrs, 3S1P","ø4.5, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal","Quiet Blue (BQ324W-X1502ZA)
Icelight Silver (BQ326W-X1502ZA)",359.7 x 199 x 232.5mm,1.70 kg,02 years International Limited Warranty (Battery 1 year),60Hz,NULL,NULL,SonicMaster,NULL,Yes,NULL,NULL,NULL,1x USB 2.0 Type-A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.4mm Key-Travel,
Precision Touchpad Backlit Chiclet Keyboard,
1.4mm Key-Travel, Precision Touchpad",NULL,NULL
73700,Lenovo,2.1,4.0,AMD,Ryzen 5,5th Gen,6,12,"L2 Cache: 4MB
L3 Cache: 8MB",NULL,15.6,FHD IPS LED Display,Full HD (1920x1080),NULL,"Brightness: 300 nits, Anti-glare, Aspect Ratio: 16:9, Color Gamut: 45% NTSC",4GB x 4GB = 8GB (1 x 4GB Onboard),DDR4,1,12GB,PCIe NVMe 3.0 x2 M.2 SSD,512GB,N/A,AMD Readon Graphics,Shared,Backlit Keyboard,NULL,HD Webcam,Yes,Yes,NULL,"SD, SDHC, SDXC, MMC",NULL,1 x HDMI,1 x USB 3.2 Gen 1 Type-A,2 x USB 3.2 Gen 2 Type-C,Yes,NULL,802.11ac 2x2,Bluetooth 5.0,Yes,NULL,Firmware TPM 2.0,Win-11 Home,3 Cell Li-Polymer,38Wh,"Round Tip (2-pin, Wall-Mount)",Arctic Grey,359.2 x 236.5 x 19.9mm,1.65 kg,02 years Limited Warranty (Terms & condition Apply As Per Lenovo),NULL,3200MHz,Integrated,"High Definition (HD) Audio, Realtek ALC3287 codec, Stereo speakers, 1.5W x 2, Dolby Audio, Dual array microphone",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,Installed SSD can be upgradeable,NULL,"6-row, multimedia Fn keys",NULL,NULL
